DateTime,Junction,Vehicles,ID,Temperature,Precipitation,Humidity
03-06-2017 13:00,1,55,20170603131,-9.85,31.49,54.1
03-06-2017 14:00,1,58,20170603141,-9.75,46.44,54.34
03-06-2017 15:00,1,56,20170603151,-7.36,35.34,95.71
03-06-2017 16:00,1,50,20170603161,34.46,49.59,43.68
03-06-2017 17:00,1,51,20170603171,27.26,10.67,25.06
03-06-2017 18:00,1,62,20170603181,21.7,20.51,78.64
03-06-2017 19:00,1,59,20170603191,0.83,30.94,82.28
03-06-2017 20:00,1,64,20170603201,2.97,26.96,45.77
03-06-2017 21:00,1,61,20170603211,29.48,16.84,65.74
03-06-2017 22:00,1,60,20170603221,34.49,17.57,93.53
03-06-2017 23:00,1,61,20170603231,13.28,1.47,29.29
04-06-2017 00:00,1,47,20170604001,25.18,39.66,12.81
04-06-2017 01:00,1,39,20170604011,37.53,27.19,34.47
04-06-2017 02:00,1,37,20170604021,37.69,18.48,23.83
04-06-2017 03:00,1,34,20170604031,-2.68,40.2,94.41
04-06-2017 04:00,1,26,20170604041,26.3,30.76,18.53
04-06-2017 05:00,1,27,20170604051,-9.99,15.58,99.46
04-06-2017 06:00,1,28,20170604061,25.2,22.22,29.92
04-06-2017 07:00,1,34,20170604071,34.46,21.54,56.75
04-06-2017 08:00,1,33,20170604081,39.95,24.68,92.92
04-06-2017 09:00,1,45,20170604091,-4.75,8.05,73.22
04-06-2017 10:00,1,51,20170604101,32.05,48.2,57.05
04-06-2017 11:00,1,56,20170604111,27.0,38.58,30.53
04-06-2017 12:00,1,60,20170604121,20.18,13.46,91.51
04-06-2017 13:00,1,53,20170604131,18.9,11.52,42.91
04-06-2017 14:00,1,54,20170604141,36.62,19.7,24.55
04-06-2017 15:00,1,48,20170604151,19.17,16.68,3.35
04-06-2017 16:00,1,49,20170604161,14.58,22.18,12.85
04-06-2017 17:00,1,51,20170604171,34.13,20.68,1.48
04-06-2017 18:00,1,57,20170604181,39.03,30.11,29.82
04-06-2017 19:00,1,57,20170604191,15.58,47.0,37.51
04-06-2017 20:00,1,56,20170604201,29.31,26.84,68.45
04-06-2017 21:00,1,61,20170604211,17.79,20.04,79.53
04-06-2017 22:00,1,63,20170604221,21.49,0.07,55.02
04-06-2017 23:00,1,58,20170604231,-0.14,22.04,64.42
05-06-2017 00:00,1,56,20170605001,3.44,13.99,18.22
05-06-2017 01:00,1,46,20170605011,39.99,20.2,16.37
05-06-2017 02:00,1,38,20170605021,27.25,37.21,40.74
05-06-2017 03:00,1,38,20170605031,4.57,3.17,56.05
05-06-2017 04:00,1,31,20170605041,17.15,26.01,55.92
05-06-2017 05:00,1,33,20170605051,13.64,32.26,39.38
05-06-2017 06:00,1,42,20170605061,-8.21,14.27,36.08
05-06-2017 07:00,1,48,20170605071,9.34,36.86,68.59
05-06-2017 08:00,1,56,20170605081,37.0,19.94,58.07
05-06-2017 09:00,1,65,20170605091,36.22,42.82,95.87
05-06-2017 10:00,1,84,20170605101,6.58,20.55,48.24
05-06-2017 11:00,1,101,20170605111,-9.19,30.9,33.28
05-06-2017 12:00,1,106,20170605121,21.81,12.27,87.11
05-06-2017 13:00,1,94,20170605131,35.16,42.97,91.2
05-06-2017 14:00,1,101,20170605141,30.33,22.14,66.74
05-06-2017 15:00,1,103,20170605151,36.19,2.75,53.18
05-06-2017 16:00,1,93,20170605161,-5.22,46.29,30.59
05-06-2017 17:00,1,89,20170605171,33.64,42.52,79.68
05-06-2017 18:00,1,96,20170605181,5.49,22.95,34.79
05-06-2017 19:00,1,100,20170605191,22.96,27.6,10.79
05-06-2017 20:00,1,93,20170605201,8.7,45.06,81.28
05-06-2017 21:00,1,89,20170605211,21.31,28.68,71.6
05-06-2017 22:00,1,89,20170605221,-1.11,10.96,18.03
05-06-2017 23:00,1,83,20170605231,26.36,23.37,4.48
06-06-2017 00:00,1,75,20170606001,16.47,34.4,87.74
06-06-2017 01:00,1,71,20170606011,14.53,20.53,7.61
06-06-2017 02:00,1,55,20170606021,24.02,25.95,15.88
06-06-2017 03:00,1,47,20170606031,1.57,44.34,77.67
06-06-2017 04:00,1,43,20170606041,-4.46,5.04,49.46
06-06-2017 05:00,1,42,20170606051,8.43,13.7,72.77
06-06-2017 06:00,1,43,20170606061,21.93,0.1,65.16
06-06-2017 07:00,1,51,20170606071,-7.24,22.7,82.56
06-06-2017 08:00,1,61,20170606081,18.55,10.47,87.92
06-06-2017 09:00,1,65,20170606091,18.73,20.71,99.39
06-06-2017 10:00,1,96,20170606101,-8.49,4.15,7.21
06-06-2017 11:00,1,112,20170606111,-6.11,46.13,78.81
06-06-2017 12:00,1,109,20170606121,8.04,26.6,50.87
06-06-2017 13:00,1,102,20170606131,19.71,4.04,23.7
06-06-2017 14:00,1,113,20170606141,8.31,23.39,99.5
06-06-2017 15:00,1,115,20170606151,32.72,28.35,5.27
06-06-2017 16:00,1,127,20170606161,21.3,5.09,8.24
06-06-2017 17:00,1,134,20170606171,24.16,39.69,93.67
06-06-2017 18:00,1,140,20170606181,38.2,29.69,71.73
06-06-2017 19:00,1,136,20170606191,15.55,26.45,28.29
06-06-2017 20:00,1,126,20170606201,16.94,28.47,37.71
06-06-2017 21:00,1,114,20170606211,32.73,32.11,28.03
06-06-2017 22:00,1,104,20170606221,0.48,0.79,33.85
06-06-2017 23:00,1,95,20170606231,9.07,10.66,74.92
07-06-2017 00:00,1,87,20170607001,21.86,13.05,29.9
07-06-2017 01:00,1,81,20170607011,21.67,24.57,17.54
07-06-2017 02:00,1,65,20170607021,-4.22,9.46,24.49
07-06-2017 03:00,1,57,20170607031,-3.76,25.25,90.95
07-06-2017 04:00,1,47,20170607041,14.87,38.49,31.23
07-06-2017 05:00,1,46,20170607051,2.72,31.83,5.56
07-06-2017 06:00,1,53,20170607061,-6.35,9.55,47.05
07-06-2017 07:00,1,59,20170607071,23.26,45.61,73.85
07-06-2017 08:00,1,67,20170607081,37.04,15.67,23.07
07-06-2017 09:00,1,78,20170607091,26.76,48.29,17.0
07-06-2017 10:00,1,95,20170607101,12.27,17.32,85.6
07-06-2017 11:00,1,114,20170607111,39.84,32.61,47.35
07-06-2017 12:00,1,111,20170607121,39.2,18.34,64.8
07-06-2017 13:00,1,97,20170607131,35.25,27.6,51.91
07-06-2017 14:00,1,107,20170607141,30.6,4.52,69.48
07-06-2017 15:00,1,111,20170607151,11.63,41.67,77.88
07-06-2017 16:00,1,104,20170607161,18.83,22.12,1.2
07-06-2017 17:00,1,102,20170607171,6.7,33.75,7.33
07-06-2017 18:00,1,104,20170607181,-7.17,25.25,95.14
07-06-2017 19:00,1,105,20170607191,39.44,20.42,33.24
07-06-2017 20:00,1,101,20170607201,3.81,45.47,11.71
07-06-2017 21:00,1,95,20170607211,7.75,38.86,70.76
07-06-2017 22:00,1,93,20170607221,24.49,10.05,90.19
07-06-2017 23:00,1,88,20170607231,-7.28,12.23,77.91
08-06-2017 00:00,1,84,20170608001,31.55,25.95,19.69
08-06-2017 01:00,1,65,20170608011,32.37,18.9,75.47
08-06-2017 02:00,1,55,20170608021,14.98,29.95,1.11
08-06-2017 03:00,1,45,20170608031,29.56,11.04,22.44
08-06-2017 04:00,1,44,20170608041,-2.75,10.69,43.55
08-06-2017 05:00,1,40,20170608051,-5.57,26.72,91.27
08-06-2017 06:00,1,49,20170608061,11.23,44.07,17.9
08-06-2017 07:00,1,51,20170608071,11.61,12.35,2.32
08-06-2017 08:00,1,58,20170608081,-2.43,36.86,34.34
08-06-2017 09:00,1,71,20170608091,37.5,41.0,7.64
08-06-2017 10:00,1,104,20170608101,25.39,43.99,32.36
08-06-2017 11:00,1,114,20170608111,25.52,13.01,88.15
08-06-2017 12:00,1,112,20170608121,17.06,35.88,65.34
08-06-2017 13:00,1,98,20170608131,0.48,26.51,67.39
08-06-2017 14:00,1,110,20170608141,22.86,46.33,8.95
08-06-2017 15:00,1,107,20170608151,6.42,3.17,56.24
08-06-2017 16:00,1,100,20170608161,5.29,13.25,94.18
08-06-2017 17:00,1,101,20170608171,37.45,2.51,83.92
08-06-2017 18:00,1,106,20170608181,26.03,47.49,13.02
08-06-2017 19:00,1,110,20170608191,-9.18,20.22,51.2
08-06-2017 20:00,1,108,20170608201,38.6,20.11,61.03
08-06-2017 21:00,1,95,20170608211,6.47,48.26,19.86
08-06-2017 22:00,1,88,20170608221,-9.83,25.84,62.75
08-06-2017 23:00,1,88,20170608231,-2.47,23.89,29.37
09-06-2017 00:00,1,84,20170609001,20.32,4.02,97.42
09-06-2017 01:00,1,73,20170609011,-5.37,31.48,82.27
09-06-2017 02:00,1,59,20170609021,18.29,15.74,42.44
09-06-2017 03:00,1,48,20170609031,-9.19,48.71,97.45
09-06-2017 04:00,1,43,20170609041,2.41,5.01,57.45
09-06-2017 05:00,1,38,20170609051,26.11,21.34,98.87
09-06-2017 06:00,1,45,20170609061,19.16,12.04,72.35
09-06-2017 07:00,1,52,20170609071,6.24,4.32,46.89
09-06-2017 08:00,1,54,20170609081,-3.15,43.94,99.64
09-06-2017 09:00,1,67,20170609091,6.78,48.52,86.73
09-06-2017 10:00,1,85,20170609101,-5.51,20.3,38.06
09-06-2017 11:00,1,100,20170609111,9.11,45.05,10.71
09-06-2017 12:00,1,102,20170609121,34.55,41.13,57.7
09-06-2017 13:00,1,94,20170609131,33.32,13.89,91.22
09-06-2017 14:00,1,100,20170609141,9.04,26.1,63.9
09-06-2017 15:00,1,99,20170609151,4.68,22.28,64.82
09-06-2017 16:00,1,90,20170609161,29.46,49.29,94.15
09-06-2017 17:00,1,86,20170609171,-6.8,26.05,5.34
09-06-2017 18:00,1,94,20170609181,1.58,47.36,76.14
09-06-2017 19:00,1,96,20170609191,23.94,34.71,0.31
09-06-2017 20:00,1,90,20170609201,26.03,11.56,8.7
09-06-2017 21:00,1,80,20170609211,-2.53,41.28,7.56
09-06-2017 22:00,1,79,20170609221,20.11,33.63,49.5
09-06-2017 23:00,1,75,20170609231,31.77,25.42,9.68
10-06-2017 00:00,1,65,20170610001,2.65,35.07,47.12
10-06-2017 01:00,1,60,20170610011,22.55,49.69,81.09
10-06-2017 02:00,1,47,20170610021,25.97,36.29,66.21
10-06-2017 03:00,1,37,20170610031,-9.23,21.32,3.95
10-06-2017 04:00,1,33,20170610041,20.95,45.0,74.31
10-06-2017 05:00,1,29,20170610051,-1.26,48.37,13.82
10-06-2017 06:00,1,30,20170610061,-0.2,46.6,79.75
10-06-2017 07:00,1,34,20170610071,29.99,38.71,71.56
10-06-2017 08:00,1,42,20170610081,33.58,9.07,83.86
10-06-2017 09:00,1,41,20170610091,20.57,38.79,3.08
10-06-2017 10:00,1,53,20170610101,37.69,0.18,50.89
10-06-2017 11:00,1,58,20170610111,-1.13,27.34,93.15
10-06-2017 12:00,1,59,20170610121,27.96,11.94,11.67
10-06-2017 13:00,1,58,20170610131,6.06,11.02,83.13
10-06-2017 14:00,1,57,20170610141,31.15,9.81,93.76
10-06-2017 15:00,1,51,20170610151,11.92,3.67,61.06
10-06-2017 16:00,1,53,20170610161,0.5,20.23,88.58
10-06-2017 17:00,1,57,20170610171,19.23,7.7,73.16
10-06-2017 18:00,1,57,20170610181,18.36,2.55,64.49
10-06-2017 19:00,1,58,20170610191,12.21,12.95,76.24
10-06-2017 20:00,1,65,20170610201,7.51,11.85,49.21
10-06-2017 21:00,1,60,20170610211,-5.21,22.96,60.83
10-06-2017 22:00,1,61,20170610221,-3.12,13.65,14.6
10-06-2017 23:00,1,58,20170610231,-0.89,30.8,91.69
11-06-2017 00:00,1,54,20170611001,-3.39,3.51,91.15
11-06-2017 01:00,1,44,20170611011,-3.14,31.82,8.07
11-06-2017 02:00,1,35,20170611021,37.43,32.51,49.44
11-06-2017 03:00,1,32,20170611031,18.7,41.99,94.09
11-06-2017 04:00,1,24,20170611041,29.34,42.54,45.39
11-06-2017 05:00,1,27,20170611051,-6.61,37.87,87.17
11-06-2017 06:00,1,28,20170611061,-5.07,40.31,95.96
11-06-2017 07:00,1,31,20170611071,20.43,10.91,2.08
11-06-2017 08:00,1,38,20170611081,18.31,32.79,11.86
11-06-2017 09:00,1,44,20170611091,6.54,4.41,32.88
11-06-2017 10:00,1,50,20170611101,-1.42,14.07,76.41
11-06-2017 11:00,1,55,20170611111,1.51,43.08,79.08
11-06-2017 12:00,1,58,20170611121,30.42,13.05,97.87
11-06-2017 13:00,1,53,20170611131,26.48,45.98,66.56
11-06-2017 14:00,1,50,20170611141,29.35,15.44,88.8
11-06-2017 15:00,1,50,20170611151,0.73,23.55,53.05
11-06-2017 16:00,1,54,20170611161,36.18,35.27,80.15
11-06-2017 17:00,1,51,20170611171,31.79,12.12,91.11
11-06-2017 18:00,1,66,20170611181,32.99,14.5,89.36
11-06-2017 19:00,1,75,20170611191,20.39,44.32,19.26
11-06-2017 20:00,1,75,20170611201,13.62,44.57,4.19
11-06-2017 21:00,1,71,20170611211,-7.18,23.94,29.24
11-06-2017 22:00,1,69,20170611221,23.32,36.83,59.26
11-06-2017 23:00,1,70,20170611231,-3.89,39.15,88.94
12-06-2017 00:00,1,59,20170612001,32.88,28.68,90.97
12-06-2017 01:00,1,46,20170612011,25.43,14.2,55.32
12-06-2017 02:00,1,38,20170612021,23.97,38.03,63.77
12-06-2017 03:00,1,40,20170612031,-6.97,3.99,58.06
12-06-2017 04:00,1,33,20170612041,30.16,8.66,81.44
12-06-2017 05:00,1,33,20170612051,15.61,26.11,50.04
12-06-2017 06:00,1,40,20170612061,-4.41,23.33,4.32
12-06-2017 07:00,1,50,20170612071,33.38,28.98,72.21
12-06-2017 08:00,1,56,20170612081,21.13,12.11,96.26
12-06-2017 09:00,1,70,20170612091,16.82,44.56,57.07
12-06-2017 10:00,1,90,20170612101,31.46,13.14,14.14
12-06-2017 11:00,1,117,20170612111,38.47,39.36,34.45
12-06-2017 12:00,1,122,20170612121,-8.95,43.62,62.45
12-06-2017 13:00,1,106,20170612131,38.79,9.68,15.76
12-06-2017 14:00,1,116,20170612141,5.87,3.46,79.08
12-06-2017 15:00,1,119,20170612151,39.51,45.09,25.11
12-06-2017 16:00,1,115,20170612161,7.83,17.72,50.6
12-06-2017 17:00,1,111,20170612171,15.42,10.44,62.55
12-06-2017 18:00,1,114,20170612181,8.09,42.43,6.6
12-06-2017 19:00,1,120,20170612191,21.03,38.05,90.5
12-06-2017 20:00,1,107,20170612201,8.52,9.76,2.35
12-06-2017 21:00,1,105,20170612211,-1.5,42.33,32.14
12-06-2017 22:00,1,94,20170612221,23.49,33.9,48.72
12-06-2017 23:00,1,91,20170612231,38.0,31.48,0.59
13-06-2017 00:00,1,81,20170613001,7.37,8.52,75.74
13-06-2017 01:00,1,75,20170613011,20.68,19.13,48.11
13-06-2017 02:00,1,60,20170613021,3.63,28.94,49.79
13-06-2017 03:00,1,50,20170613031,19.72,29.51,12.85
13-06-2017 04:00,1,44,20170613041,16.79,20.1,83.55
13-06-2017 05:00,1,39,20170613051,20.03,5.81,62.71
13-06-2017 06:00,1,50,20170613061,21.88,25.71,48.59
13-06-2017 07:00,1,55,20170613071,29.75,36.39,71.73
13-06-2017 08:00,1,63,20170613081,3.52,39.59,76.89
13-06-2017 09:00,1,70,20170613091,3.08,1.57,72.87
13-06-2017 10:00,1,93,20170613101,-0.8,6.95,29.66
13-06-2017 11:00,1,115,20170613111,37.12,14.0,34.98
13-06-2017 12:00,1,117,20170613121,35.27,44.02,31.16
13-06-2017 13:00,1,102,20170613131,32.53,41.19,47.81
13-06-2017 14:00,1,116,20170613141,-2.9,31.48,60.44
13-06-2017 15:00,1,106,20170613151,34.58,3.19,42.88
13-06-2017 16:00,1,107,20170613161,6.56,33.07,56.95
13-06-2017 17:00,1,105,20170613171,7.79,41.81,85.44
13-06-2017 18:00,1,119,20170613181,13.05,30.47,58.23
13-06-2017 19:00,1,114,20170613191,-0.38,16.95,58.99
13-06-2017 20:00,1,110,20170613201,25.23,34.65,16.47
13-06-2017 21:00,1,98,20170613211,4.65,2.14,30.48
13-06-2017 22:00,1,96,20170613221,2.35,41.72,1.18
13-06-2017 23:00,1,90,20170613231,-3.28,29.0,78.75
14-06-2017 00:00,1,84,20170614001,9.44,26.1,38.34
14-06-2017 01:00,1,73,20170614011,38.19,39.29,3.01
14-06-2017 02:00,1,55,20170614021,18.9,18.07,36.2
14-06-2017 03:00,1,49,20170614031,25.05,41.12,36.5
14-06-2017 04:00,1,39,20170614041,22.72,33.81,25.75
14-06-2017 05:00,1,45,20170614051,29.01,43.56,35.76
14-06-2017 06:00,1,46,20170614061,20.44,43.54,8.65
14-06-2017 07:00,1,55,20170614071,1.19,5.66,91.42
14-06-2017 08:00,1,58,20170614081,-5.63,11.02,68.18
14-06-2017 09:00,1,69,20170614091,19.86,6.06,92.11
14-06-2017 10:00,1,91,20170614101,24.56,6.19,85.84
14-06-2017 11:00,1,106,20170614111,29.82,2.35,85.0
14-06-2017 12:00,1,111,20170614121,17.75,14.76,64.68
14-06-2017 13:00,1,95,20170614131,25.86,39.01,51.03
14-06-2017 14:00,1,109,20170614141,21.68,11.98,82.18
14-06-2017 15:00,1,107,20170614151,27.97,42.5,24.97
14-06-2017 16:00,1,102,20170614161,-6.56,7.57,81.32
14-06-2017 17:00,1,102,20170614171,-3.75,16.26,13.75
14-06-2017 18:00,1,114,20170614181,23.28,22.0,95.57
14-06-2017 19:00,1,108,20170614191,0.54,21.63,9.18
14-06-2017 20:00,1,103,20170614201,1.45,40.96,53.28
14-06-2017 21:00,1,98,20170614211,3.64,44.56,21.43
14-06-2017 22:00,1,93,20170614221,32.79,29.79,28.65
14-06-2017 23:00,1,86,20170614231,18.8,16.36,61.92
15-06-2017 00:00,1,83,20170615001,-6.39,20.79,87.46
15-06-2017 01:00,1,69,20170615011,29.5,15.23,36.21
15-06-2017 02:00,1,53,20170615021,31.02,38.39,97.04
15-06-2017 03:00,1,50,20170615031,33.68,21.14,99.37
15-06-2017 04:00,1,44,20170615041,-7.95,32.8,71.79
15-06-2017 05:00,1,43,20170615051,15.66,20.37,1.07
15-06-2017 06:00,1,47,20170615061,4.37,4.21,1.76
15-06-2017 07:00,1,51,20170615071,16.66,49.0,93.68
15-06-2017 08:00,1,58,20170615081,-7.64,21.92,88.1
15-06-2017 09:00,1,72,20170615091,2.91,21.23,95.39
15-06-2017 10:00,1,90,20170615101,25.32,29.31,87.62
15-06-2017 11:00,1,115,20170615111,8.17,23.24,20.18
15-06-2017 12:00,1,113,20170615121,11.84,30.31,95.52
15-06-2017 13:00,1,98,20170615131,22.87,10.15,26.83
15-06-2017 14:00,1,105,20170615141,-2.94,4.49,70.82
15-06-2017 15:00,1,102,20170615151,4.76,30.73,51.33
15-06-2017 16:00,1,95,20170615161,5.72,26.06,71.01
15-06-2017 17:00,1,98,20170615171,7.66,46.74,67.64
15-06-2017 18:00,1,98,20170615181,11.62,47.02,76.96
15-06-2017 19:00,1,104,20170615191,11.29,7.99,10.62
15-06-2017 20:00,1,103,20170615201,-8.35,46.11,98.53
15-06-2017 21:00,1,91,20170615211,20.91,38.44,22.72
15-06-2017 22:00,1,88,20170615221,37.16,4.94,49.39
15-06-2017 23:00,1,87,20170615231,17.77,35.88,70.09
16-06-2017 00:00,1,80,20170616001,28.87,29.51,63.52
16-06-2017 01:00,1,62,20170616011,-2.03,49.74,26.49
16-06-2017 02:00,1,56,20170616021,28.59,8.03,28.38
16-06-2017 03:00,1,47,20170616031,32.02,12.39,91.98
16-06-2017 04:00,1,40,20170616041,13.28,2.52,36.05
16-06-2017 05:00,1,38,20170616051,36.5,19.62,19.88
16-06-2017 06:00,1,42,20170616061,22.45,36.73,31.67
16-06-2017 07:00,1,48,20170616071,33.31,15.95,30.43
16-06-2017 08:00,1,52,20170616081,-0.76,37.13,72.74
16-06-2017 09:00,1,68,20170616091,-3.19,0.84,83.14
16-06-2017 10:00,1,89,20170616101,-9.48,24.41,80.61
16-06-2017 11:00,1,102,20170616111,-0.34,27.16,72.29
16-06-2017 12:00,1,100,20170616121,10.68,32.81,75.17
16-06-2017 13:00,1,95,20170616131,1.84,21.79,6.91
16-06-2017 14:00,1,99,20170616141,13.37,39.77,38.69
16-06-2017 15:00,1,99,20170616151,20.14,25.28,16.94
16-06-2017 16:00,1,103,20170616161,36.57,1.25,95.66
16-06-2017 17:00,1,92,20170616171,15.8,36.78,33.66
16-06-2017 18:00,1,104,20170616181,-5.57,47.42,81.22
16-06-2017 19:00,1,95,20170616191,26.03,33.66,36.74
16-06-2017 20:00,1,102,20170616201,12.76,17.68,12.95
16-06-2017 21:00,1,81,20170616211,-0.78,13.84,85.55
16-06-2017 22:00,1,82,20170616221,28.24,21.87,11.35
16-06-2017 23:00,1,74,20170616231,25.72,38.22,89.16
17-06-2017 00:00,1,68,20170617001,25.93,18.61,10.16
17-06-2017 01:00,1,55,20170617011,18.91,27.03,9.69
17-06-2017 02:00,1,46,20170617021,28.34,41.63,14.34
17-06-2017 03:00,1,36,20170617031,11.94,2.18,39.37
17-06-2017 04:00,1,34,20170617041,20.16,36.31,7.91
17-06-2017 05:00,1,28,20170617051,39.57,43.73,81.37
17-06-2017 06:00,1,29,20170617061,-4.69,7.46,9.83
17-06-2017 07:00,1,31,20170617071,24.8,47.66,80.56
17-06-2017 08:00,1,40,20170617081,8.95,45.42,24.73
17-06-2017 09:00,1,45,20170617091,19.74,3.9,27.24
17-06-2017 10:00,1,54,20170617101,23.76,41.2,50.24
17-06-2017 11:00,1,55,20170617111,7.18,44.25,44.75
17-06-2017 12:00,1,56,20170617121,21.48,12.91,93.75
17-06-2017 13:00,1,55,20170617131,29.82,13.63,1.42
17-06-2017 14:00,1,54,20170617141,-8.73,30.26,58.46
17-06-2017 15:00,1,61,20170617151,31.51,45.67,17.13
17-06-2017 16:00,1,59,20170617161,9.13,40.28,61.48
17-06-2017 17:00,1,52,20170617171,18.04,8.69,96.96
17-06-2017 18:00,1,53,20170617181,26.33,3.2,60.39
17-06-2017 19:00,1,68,20170617191,1.5,24.76,1.82
17-06-2017 20:00,1,69,20170617201,33.58,13.85,45.06
17-06-2017 21:00,1,58,20170617211,-4.97,7.21,46.57
17-06-2017 22:00,1,54,20170617221,29.58,36.88,8.68
17-06-2017 23:00,1,55,20170617231,27.56,33.66,38.39
18-06-2017 00:00,1,49,20170618001,15.18,43.93,53.39
18-06-2017 01:00,1,41,20170618011,0.3,24.01,25.65
18-06-2017 02:00,1,37,20170618021,26.52,29.07,16.05
18-06-2017 03:00,1,34,20170618031,27.17,2.44,63.23
18-06-2017 04:00,1,28,20170618041,23.99,32.54,15.84
18-06-2017 05:00,1,26,20170618051,8.87,11.43,52.58
18-06-2017 06:00,1,24,20170618061,33.44,32.97,91.67
18-06-2017 07:00,1,30,20170618071,28.34,5.02,77.57
18-06-2017 08:00,1,35,20170618081,0.78,23.06,71.84
18-06-2017 09:00,1,38,20170618091,-9.32,34.16,99.82
18-06-2017 10:00,1,49,20170618101,14.03,30.78,95.2
18-06-2017 11:00,1,49,20170618111,25.28,23.61,44.42
18-06-2017 12:00,1,52,20170618121,-1.69,36.55,92.56
18-06-2017 13:00,1,49,20170618131,26.78,41.5,74.24
18-06-2017 14:00,1,47,20170618141,-0.82,24.86,89.82
18-06-2017 15:00,1,45,20170618151,1.77,17.64,89.61
18-06-2017 16:00,1,48,20170618161,25.13,1.89,24.25
18-06-2017 17:00,1,52,20170618171,25.18,32.91,50.24
18-06-2017 18:00,1,50,20170618181,8.4,28.92,35.48
18-06-2017 19:00,1,57,20170618191,-9.2,28.72,46.37
18-06-2017 20:00,1,61,20170618201,22.73,31.49,54.67
18-06-2017 21:00,1,56,20170618211,0.04,11.93,43.8
18-06-2017 22:00,1,60,20170618221,22.5,34.29,57.27
18-06-2017 23:00,1,59,20170618231,39.0,39.73,55.7
19-06-2017 00:00,1,48,20170619001,2.86,10.16,59.89
19-06-2017 01:00,1,42,20170619011,1.11,33.5,46.64
19-06-2017 02:00,1,39,20170619021,12.36,29.18,99.06
19-06-2017 03:00,1,35,20170619031,-2.81,40.9,91.82
19-06-2017 04:00,1,29,20170619041,38.89,46.1,66.22
19-06-2017 05:00,1,34,20170619051,10.38,26.72,87.52
19-06-2017 06:00,1,38,20170619061,34.5,33.34,35.97
19-06-2017 07:00,1,51,20170619071,-7.02,29.09,5.85
19-06-2017 08:00,1,54,20170619081,-4.52,20.45,88.98
19-06-2017 09:00,1,61,20170619091,26.9,16.11,5.47
19-06-2017 10:00,1,96,20170619101,19.17,26.97,92.52
19-06-2017 11:00,1,111,20170619111,17.31,25.77,21.47
19-06-2017 12:00,1,113,20170619121,13.76,27.37,60.73
19-06-2017 13:00,1,105,20170619131,14.86,30.98,73.4
19-06-2017 14:00,1,115,20170619141,-6.6,25.95,85.29
19-06-2017 15:00,1,111,20170619151,29.8,38.7,74.73
19-06-2017 16:00,1,104,20170619161,-8.81,39.3,51.51
19-06-2017 17:00,1,108,20170619171,19.91,43.16,65.52
19-06-2017 18:00,1,108,20170619181,1.33,42.75,72.66
19-06-2017 19:00,1,113,20170619191,26.17,28.87,90.29
19-06-2017 20:00,1,107,20170619201,14.12,10.15,67.73
19-06-2017 21:00,1,95,20170619211,21.56,9.17,69.39
19-06-2017 22:00,1,91,20170619221,8.75,36.3,39.76
19-06-2017 23:00,1,90,20170619231,7.86,6.95,94.8
20-06-2017 00:00,1,78,20170620001,15.47,16.24,29.64
20-06-2017 01:00,1,73,20170620011,-6.66,39.36,98.79
20-06-2017 02:00,1,56,20170620021,-9.56,31.68,49.01
20-06-2017 03:00,1,51,20170620031,21.5,31.74,69.07
20-06-2017 04:00,1,42,20170620041,-2.42,34.67,9.39
20-06-2017 05:00,1,42,20170620051,38.83,36.05,98.77
20-06-2017 06:00,1,42,20170620061,-8.97,10.7,12.52
20-06-2017 07:00,1,51,20170620071,-8.6,41.22,5.31
20-06-2017 08:00,1,60,20170620081,6.46,15.81,16.07
20-06-2017 09:00,1,76,20170620091,-9.06,38.76,67.9
20-06-2017 10:00,1,92,20170620101,29.24,35.43,75.89
20-06-2017 11:00,1,102,20170620111,26.36,2.96,32.51
20-06-2017 12:00,1,113,20170620121,23.62,41.87,74.47
20-06-2017 13:00,1,100,20170620131,17.95,2.13,59.69
20-06-2017 14:00,1,107,20170620141,3.21,31.88,90.28
20-06-2017 15:00,1,110,20170620151,1.55,7.42,99.59
20-06-2017 16:00,1,101,20170620161,19.34,13.93,38.02
20-06-2017 17:00,1,108,20170620171,5.53,22.9,49.86
20-06-2017 18:00,1,114,20170620181,28.61,28.36,3.22
20-06-2017 19:00,1,112,20170620191,28.28,43.62,44.58
20-06-2017 20:00,1,108,20170620201,16.56,30.03,37.95
20-06-2017 21:00,1,106,20170620211,38.65,36.69,32.34
20-06-2017 22:00,1,101,20170620221,24.78,2.44,69.71
20-06-2017 23:00,1,99,20170620231,-2.57,14.97,49.36
21-06-2017 00:00,1,84,20170621001,-5.88,4.88,60.45
21-06-2017 01:00,1,71,20170621011,29.61,48.25,86.97
21-06-2017 02:00,1,62,20170621021,16.98,31.6,75.98
21-06-2017 03:00,1,52,20170621031,-4.49,48.2,0.74
21-06-2017 04:00,1,43,20170621041,15.69,18.36,40.82
21-06-2017 05:00,1,41,20170621051,25.82,14.71,63.3
21-06-2017 06:00,1,44,20170621061,-7.41,29.04,44.57
21-06-2017 07:00,1,54,20170621071,-0.28,17.18,5.92
21-06-2017 08:00,1,60,20170621081,6.17,30.23,16.41
21-06-2017 09:00,1,70,20170621091,0.89,9.68,90.93
21-06-2017 10:00,1,96,20170621101,19.3,39.98,1.04
21-06-2017 11:00,1,103,20170621111,-0.8,35.72,41.3
21-06-2017 12:00,1,110,20170621121,-5.7,7.5,49.39
21-06-2017 13:00,1,97,20170621131,-0.15,20.69,77.69
